id;code_postal;latitude;longitude
9225;26500;44.9634857;4.9011488
9245;26450;44.5868187;4.95615149
9260;26130;44.3783875;4.80451822
9542;27270;48.9825211;0.680474281
9547;27140;49.3752403;1.74060726
9557;27180;48.9952393;1.10849965
9566;27220;48.8978043;1.23639929
9596;27660;49.2868195;1.67470431
9610;27150;49.2842941;1.48748481
9655;27730;48.9330521;1.44129837
9711;27320;48.8043289;1.28108382
9751;27000;49.0202141;1.13994956
9536;27800;49.1648674;0.700961411
9552;27430;49.2279701;1.24446619
9564;27490;49.1010437;1.29420781
9591;27110;49.1151352;1.06056106
9646;27350;49.3431664;0.678435624
9793;27780;48.9116287;1.43581748
9890;27680;49.4248161;0.459593147
9984;27610;49.3324814;1.25735259
10002;27450;49.2273445;0.619354248
10018;27920;49.1167679;1.40384483
10131;27200;49.0924721;1.49556363
10156;28170;48.5461426;1.17869329
10173;28630;48.4020805;1.47773564
10532;29950;47.8791695;-4.07673788
10542;29190;48.3121719;-3.94780326
10551;29150;48.1501045;-4.12096071
10565;29217;48.37257;-4.84944344
10580;29800;48.4346352;-4.31329298
10589;29710;48.0242348;-4.26897478
10714;29780;48.0129433;-4.48322248
10807;20000;41.9341049;8.67016029
10825;20129;41.9306412;8.83107471
10836;20130;42.1532516;8.60819721
10848;20138;41.7672157;8.73209858
10875;20171;41.508461;8.99564743
9545;27460;49.3237572;1.18009496
9553;27700;49.2529564;1.42570448
9574;27130;48.747921;0.975537181
9584;27190;48.9039154;0.904338002
9602;27520;49.2742844;0.829009891
10157;28700;48.3567047;1.91781855
10199;28130;48.5614815;1.50668931
10535;29900;47.8881111;-3.91078281
10545;29200;48.4029312;-4.5017457
10562;29530;48.2918549;-3.77424526
10581;29940;47.9191895;-3.96684694
10820;20116;41.8099823;9.09668446
10837;20164;41.7278519;9.04171181
10846;20135;41.7461624;9.36079979
9380;26540;45.0742569;5.05810976
9538;27400;49.1603012;1.17275929
9548;27370;49.2204933;0.924790025
9562;27160;48.8684349;1.03116572
9598;27510;49.1673813;1.58322883
9612;27620;49.1029472;1.55303729
9868;27690;49.2849388;1.20669425
9929;27890;49.1967163;0.810788333
9962;27360;49.3402481;1.2891109
10153;28800;48.2275352;1.36268401
10210;28400;48.3261528;0.908520162
10267;28350;48.7587318;1.14034784
10473;28380;48.7477493;1.23082256
10530;29380;47.9422073;-3.69052982
10547;29890;48.6649895;-4.33283091
10567;29160;48.2395897;-4.49821424
10575;29000;47.9901047;-4.09192228
10590;29180;48.040802;-4.19237089
10608;29259;48.3983154;-4.9564333
10621;29830;48.5572014;-4.65080357
10646;29390;48.1033173;-3.78515935
10669;29420;48.6150589;-4.03362846
10814;20151;42.087635;8.77316189
10831;20142;41.8896751;9.00291348
10841;20134;41.9686546;9.13592339
10854;20114;41.490757;9.10020638
9599;27630;49.1673813;1.58322883
9650;27640;48.966423;1.43738413
9746;27560;49.2057648;0.538194776
9840;27860;49.3306847;1.65999544
9892;27810;48.8209381;1.33063328
9967;27740;49.2983131;1.24696541
10154;28300;48.4434128;1.40481699
10171;28120;48.3569641;1.32389855
10193;28340;48.6785202;0.900623441
10275;28230;48.6058807;1.70053506
10528;29300;47.8905373;-3.44289207
10541;29860;48.492672;-4.49756002
10553;29520;48.1926918;-3.82977915
10564;29450;48.413311;-3.97332382
10585;29850;48.4477196;-4.46193123
10597;29620;48.6782837;-3.70146108
10607;29990;48.0382767;-4.85428524
10632;29430;48.574379;-4.20653582
10651;29280;48.3680573;-4.64894724
10670;29350;47.8039436;-3.65837097
10683;29740;47.8190422;-4.22472048
10706;29630;48.6839409;-3.81506872
10746;29340;47.8425751;-3.69574666
10795;29970;48.1002426;-3.87099195
10812;20166;41.8598595;8.87700367
10821;20190;41.8699837;9.01609039
10833;20170;41.675972;9.14891624
10844;20123;41.8010445;8.86848736
10857;20143;41.6963997;8.98679066
10881;20125;42.1949043;8.9537468
10890;20131;41.4930534;9.04413319
10933;20173;41.8890038;9.04797745
10944;20220;42.6060257;8.85807705
10957;20252;42.5284576;9.30034065
10962;20229;42.3567734;9.36279488
11005;20275;42.9949646;9.37749386
11112;20248;42.9848785;9.43513298
11181;30700;44.0629272;4.30824471
11192;30133;43.944458;4.74898052
11202;30450;44.3547173;4.01777935
11215;30580;44.0913773;4.35220385
9722;27530;48.8493347;1.3717041
9761;27760;48.9776917;0.786117136
9803;27390;48.9489975;0.435416222
9860;27540;48.8871078;1.45145464
10149;28410;48.8011093;1.41429043
10159;28320;48.526825;1.64158034
10168;28140;48.1276436;1.81904745
10182;28240;48.5018578;1.04578447
10222;28200;48.0431442;1.31297719
10271;28250;48.5304718;1.13523805
10527;29560;48.2473488;-4.30613422
10537;29820;48.4296875;-4.52165079
10546;29510;48.0909233;-4.00976276
10557;29360;47.7866211;-3.56909227
10582;29170;47.8067284;-4.00863981
10603;29670;48.6337395;-3.92956829
10657;29310;47.9238243;-3.4871974
10673;29920;47.811409;-3.76707172
10806;20167;41.9847641;8.7976017
10816;20110;41.6723289;8.98743629
10827;20100;41.6229744;8.904459
10840;20117;41.9047737;8.88504219
10858;20157;41.9184761;9.03772163
10883;20150;42.2563362;8.73102951
10915;20146;41.5510483;9.18047047
10939;20270;42.1075287;9.404562
10947;20272;42.2535057;9.35679626
10959;20235;42.4896355;9.31875706
10979;20237;42.4456139;9.37102795
11015;20240;42.0500259;9.41184521
11057;20232;42.6390839;9.34759521
9685;27950;49.1114159;1.41103232
9713;27750;48.9031639;1.3943162
10158;28480;48.2743263;0.967343271
10179;28270;48.6781921;0.975011528
10274;28100;48.7484283;1.35841608
10352;28600;48.4251175;1.47477627
10534;29790;48.0764694;-4.50940084
10550;29270;48.2693214;-3.56117702
10561;29870;48.5089951;-4.53887749
10571;29100;48.0845413;-4.33166456
10583;29610;48.6086807;-3.76834083
10596;29730;47.8001251;-4.28979778
10606;29253;48.7439232;-4.01161528
10661;29470;48.3745041;-4.31489086
10671;29600;48.5963402;-3.81507325
10688;29700;47.9320831;-4.14801407
10749;29680;48.7185326;-3.98726535
10818;20140;41.8164482;9.02858925
10829;20169;41.4032135;9.20437527
10842;20118;42.110672;8.73700619
10882;20147;42.3447227;8.59265327
10942;20224;42.3175087;8.92315292
10951;20225;42.5602646;8.89428139
10988;20218;42.5252228;9.13539124
11008;20234;42.3434448;9.42194271
11046;20239;42.5714149;9.3222332
11084;20233;42.8495255;9.45104122
11111;20247;42.9848785;9.43513298
11189;30770;43.9662285;3.44757748
11201;30190;44.0080681;4.32224703
11214;30127;43.7465973;4.49171257
11239;30740;43.6620865;4.24209547
11260;30530;44.3018532;3.97366166
9770;27470;49.0930519;0.68709439
9940;27100;49.2601166;1.20353019
10151;28500;48.7219849;1.29485071
10161;28290;48.097065;1.1300832
10543;29810;48.4727478;-4.69015789
10549;29660;48.6743774;-3.91039681
10560;29410;48.4617615;-3.79539514
10579;29260;48.566761;-4.34982491
10599;29490;48.4272156;-4.39352226
10609;29980;47.8505363;-4.16394138
10684;29550;48.1558151;-4.21779394
10710;29250;48.652317;-4.04789925
10739;29246;48.3466911;-3.62035823
10783;29540;48.1882133;-3.69314504
10813;20112;41.7084961;9.07025242
10824;20119;41.9818916;9.044137
10867;20137;41.6489449;9.31978035
10879;20113;41.7114143;8.89608574
10937;20144;41.6971855;9.33270836
10958;20620;42.6156998;9.42394924
11016;20227;42.0898132;9.22507954
11172;20279;42.5827942;8.9888525
11190;30140;44.0502281;3.97201228
9717;27340;49.2987175;1.10591447
9879;27650;48.7952232;1.32172823
9986;27790;49.3755798;1.43333483
10022;27710;48.7907524;1.35672915
10155;28260;48.8522644;1.44311488
10165;28330;48.1769714;1.00255716
10189;28190;48.4902039;1.2155112
10201;28210;48.6577606;1.40576196
10231;28000;48.4487038;1.49968946
10536;29400;48.5171127;-4.11723804
10548;29570;48.2672348;-4.60212946
10556;29233;48.6586685;-4.13401985
10568;29460;48.3572884;-4.26838827
10576;29500;48.0067101;-4.00955582
10601;29880;48.6249809;-4.4107461
10631;29840;48.537365;-4.73764896
10677;29760;47.8129196;-4.35356998
10692;29720;47.9049034;-4.26487207
10705;29440;48.5566025;-4.13090754
10745;29480;48.4031067;-4.39827728
10811;20128;41.8598595;8.87700367
10822;20121;42.1196327;8.93017673
10834;20133;42.0307732;8.93298435
10847;20168;41.8830414;9.06594086
10866;20153;41.9260826;9.07709789
10905;20145;41.826889;9.37763882
10945;20251;42.218914;9.2793541
10956;20226;42.6048851;9.01724529
10980;20215;42.4356422;9.42277908
11038;20287;42.9203644;9.44551659
11050;20242;42.2060547;9.20922661
11184;30670;43.7337036;4.19279814
11194;30120;44.0375023;3.58826208
11213;30640;43.6992836;4.32045221
11254;30820;43.82658;4.27326918
11270;30111;43.7752571;4.15804529
9726;27720;49.2594833;1.69780779
9845;27910;49.4229126;1.40315497
9898;27850;49.3579521;1.40918553
9924;27830;49.280014;1.72407961
10132;27870;49.2367287;1.64789772
10150;28310;48.1884308;1.8271389
10160;28220;48.097065;1.1300832
10272;91670;48.3034592;2.00264287
10533;29690;48.401474;-3.76157928
10538;29640;48.4369583;-3.59436846
10563;29120;47.8903961;-4.16230392
10656;29750;47.8291016;-4.18275976
10674;29930;47.8677368;-3.76362371
10704;29252;48.6389503;-3.81682825
10808;20090;41.9341049;8.67016029
10828;20136;42.0814323;9.06750011
10850;20126;42.2439537;8.85209274
10870;20139;42.0903358;8.85140896
10899;20122;41.7977142;9.19377232
10922;20163;42.0675201;9.02338982
10934;20132;41.8883553;9.15423679
10953;20200;42.693718;9.43721867
10966;20214;42.4858398;8.76910114
10975;20217;42.8454857;9.34094143
10994;20221;42.3230629;9.5068512
11037;20259;42.5004959;8.97649765
11089;20246;42.5904999;9.27926922
11186;30470;43.6708908;4.20525789
11195;30210;43.9793777;4.4906764
11219;30320;43.874649;4.5019536
11249;30130;44.2268524;4.58792543
9856;27770;48.8243599;1.26614368
9951;27590;49.333252;1.21822703
10152;28150;48.3317909;1.64919364
10195;28360;48.3165894;1.43072641
10208;28160;48.2170067;1.15344477
10350;28110;48.4361725;1.45164835
10529;29770;48.0230484;-4.56486845
10540;29650;48.5084419;-3.63134456
10566;29370;48.0704842;-3.85693645
10577;29590;48.3036003;-4.14597559
10600;29290;48.4733582;-4.56470394
10615;29140;47.9551659;-3.80794668
10654;29241;48.6832504;-3.67093396
10675;29242;48.4601974;-5.09037018
10797;29910;47.8303833;-3.85151768
10817;20160;42.1216507;8.79309368
10830;20111;42.0277786;8.72069073
10849;20148;41.9325104;9.18195629
10872;20141;42.2134399;8.72596645
10910;20127;41.7778702;9.11069393
10955;20600;42.693718;9.43721867
10961;20222;42.7746239;9.46159935
10985;20213;42.4672394;9.49104977
11020;20243;42.0116882;9.2810545
11045;20219;42.174305;9.18645954
11165;20231;42.2168961;9.15025806
11182;30350;43.9618759;4.11655378
11191;30390;43.8974495;4.68623638
11198;30250;43.8062401;4.03338957
11208;30200;44.1594238;4.6235528
11227;30230;43.8073807;4.4293294
11257;30440;43.9901047;3.73184538
11303;30128;43.771862;4.43303728
11331;30129;43.8104706;4.49056673
11356;30150;44.0800018;4.73320293
10871;20165;41.7011719;9.03323269
10889;20115;42.2284279;8.60286045
10914;20152;41.7481384;9.11384487
10940;20244;42.4032555;9.23046207
10954;20228;42.8745003;9.35234356
10967;20260;42.4858398;8.76910114
10982;20250;42.2611694;9.16048622
10997;20256;42.6206894;8.89960575
11013;20245;42.4106483;8.67459679
11187;30100;44.1240044;4.08944845
11218;30160;44.2917442;4.10884809
11230;30260;43.9223442;4.04587746
11301;30660;43.7189674;4.1744566
11327;30126;44.0319672;4.67334843
11393;30720;44.04142;4.08607531
11519;30600;43.6404037;4.28808928
11564;31570;43.5337486;1.67777026
11597;31480;43.7872314;1.1017164
11653;31430;43.3100815;1.01601028
11698;31600;43.4259644;1.35482442
11975;31520;43.5439911;1.48215652
12084;31000;43.6079025;1.43831003
12128;32290;43.6922035;0.0846131742
12141;32120;43.7265244;0.777029812
12152;32800;43.8624268;-0.0231769774
12164;32100;43.936264;0.294214964
12221;32200;43.6573105;0.95905906
10927;20172;42.0570984;8.91988087
10941;20212;42.3094101;9.28644753
10952;20253;42.6881409;9.36483574
10974;20230;42.266552;9.49926376
10993;20238;42.97155;9.35356712
11185;30760;44.3090591;4.52429485
11211;30330;44.0996094;4.48107767
11223;30114;43.7722664;4.22761345
11256;30480;44.1529617;4.02903271
11306;30510;43.7262955;4.35087442
11368;30900;43.8412247;4.35266781
11396;30650;43.9803085;4.6716466
11529;31280;43.5690918;1.58313096
11547;31440;42.8931122;0.714082599
11605;31350;43.2537193;0.644943297
12086;31200;43.6079025;1.43831003
12163;32160;43.5846291;0.101865895
12213;32340;43.9819374;0.725841463
10936;20124;41.6971855;9.33270836
10950;20276;42.4403229;9.00595951
10960;20290;42.5735703;9.44184017
10991;20236;42.3716202;9.13643169
11188;30500;44.1952057;4.24747229
11209;30430;44.3083763;4.34119272
11238;30170;43.9664497;3.80889511
11311;30240;43.5064888;4.16204119
11348;30540;43.7865028;4.30812645
11422;30380;44.087265;4.07404089
11437;30800;43.6575012;4.42307425
11490;30125;44.1187782;3.76715446
11536;31550;43.3316498;1.58757412
11571;31650;43.5413246;1.56934977
11588;31850;43.6510391;1.55763376
11609;31590;43.6769676;1.62313223
11633;31560;43.3213425;1.70643485
11759;31120;43.4825706;1.42636907
12017;31240;43.6650429;1.49702978
12134;32430;43.725399;0.998258471
12147;32170;43.4424973;0.265468031
12179;32310;43.819355;0.355917633
12196;32220;43.42276;0.842408478
12210;32700;43.9930649;0.603967786
11183;30220;43.5542564;4.17579985
11200;30620;43.7501755;4.3142581
11231;30110;44.2313194;3.97494888
11253;30750;44.0699883;3.35443282
11266;30460;44.033947;3.82133174
11279;30360;44.0134544;4.19737291
11319;30290;44.1036377;4.65825224
11344;30840;43.8759537;4.55843019
11364;30121;43.7388382;4.20006227
11438;30560;44.0974655;4.12470675
11538;31230;43.3719139;0.883274615
11579;31130;43.6085815;1.51315939
11595;31540;43.4387932;1.83262455
11683;31770;43.6148949;1.32099295
11947;31820;43.620575;1.27239358
12088;31400;43.6079025;1.43831003
12130;32360;43.7291107;0.444092572
12138;32260;43.4983826;0.569934547
12150;32380;43.88134;0.796218753
12206;32250;43.9504356;0.11077515
12283;32460;43.7698631;-0.18822962
12598;33760;44.6670036;-0.258660823
12606;33240;44.9504356;-0.419101238
12619;33114;44.6369171;-0.794300973
12652;33000;44.8585205;-0.590600073
12689;33560;44.9017715;-0.500274181
11212;30300;43.7954063;4.60579109
11244;30420;43.7887764;4.18863487
11261;30870;43.8308411;4.22257566
11328;30610;43.9458618;4.02269173
11357;30490;43.8761406;4.59135675
11369;30570;44.0582542;3.71046901
11388;30131;44.00243;4.77924728
11448;30270;44.1085777;3.87889218
11522;30310;43.7324715;4.23331642
11544;31110;42.8301239;0.588881373
11565;31260;43.154911;1.0328269
11573;31380;43.7229576;1.67333627
11610;31470;43.5464973;1.13920641
11638;31410;43.3339996;1.26923692
11651;31180;43.6822548;1.52984631
12019;31790;43.7368965;1.36091936
12085;31100;43.6079025;1.43831003
12132;32110;43.7415924;-0.0645574331
12140;32000;43.6621933;0.573946595
12156;32350;43.6248817;0.438548356
12167;32730;43.430603;0.153787091
12193;32500;43.8436737;0.723795593
12218;32490;43.5633087;0.987516105
12591;33230;45.0098572;-0.123994924
12601;33740;44.7709579;-1.11677206
12604;33570;44.9706612;-0.132272646
12618;33750;44.827549;-0.318525106
12630;33410;44.6481857;-0.322680891
12646;33540;44.7531052;-0.0880293772
12658;33270;44.8188553;-0.498182356
12670;33650;44.5990448;-0.543765008
11240;30132;43.7917633;4.38956499
11287;30124;44.0985336;3.78977156
11343;30340;44.1023064;4.14989996
11377;30122;44.1103897;3.71305299
11539;31420;43.2252274;0.930057585
11556;31800;43.0676079;0.719325244
11567;31840;43.6784019;1.33272445
11587;31870;43.3783798;1.3610127
11601;31660;43.7970848;1.58814836
11614;31620;43.7949409;1.41406894
11627;31330;43.7891045;1.14686835
11669;31220;43.2161407;1.08913875
11782;31860;43.4573212;1.40164125
11954;31830;43.5678711;1.28031516
12135;32230;43.5232849;0.0994450003
12146;32550;43.577137;0.632414043
12159;32320;43.5712433;0.253949195
12207;32440;43.9504356;0.11077515
12599;33120;44.6553955;-1.17259061
12623;33880;44.7315979;-0.432281643
12634;33350;44.8780861;-0.0266335029
12645;33290;44.9167442;-0.605766892
12668;33520;44.8863068;-0.608461738
12727;33580;44.6553268;0.131224945
12742;33860;45.2385597;-0.449818939
12770;33133;44.9933777;-0.274518281
12798;33450;44.9165115;-0.36177212
12820;33138;44.7350807;-1.01431215
11262;30920;43.7235451;4.22823286
11275;30630;44.2223816;4.493186
11291;30730;43.9079742;4.18571377
11367;30000;43.8412247;4.35266781
11463;30520;44.163681;4.07768059
11535;31450;43.4286804;1.59632623
11549;31210;43.0637779;0.6460042
11578;31580;43.1980286;0.566139936
11591;31700;43.6704521;1.37275684
11625;31150;43.7288895;1.41108334
11682;31810;43.458725;1.44484234
12087;31300;43.6079025;1.43831003
12137;32140;43.3613777;0.582587123
12145;32450;43.567627;0.826627612
12175;32420;43.4456673;0.678835154
12224;32150;43.9177628;-0.0397388749
12238;32330;43.8384819;0.2447
12596;33390;45.2057381;-0.633425653
12614;33190;44.6210938;-0.0512930006
12631;33830;44.4841766;-0.769953012
12640;33380;44.6490669;-0.966193378
12661;33113;44.3771362;-0.448448062
12690;33121;45.0903282;-1.05367506
12753;33320;44.8809166;-0.645810902
11316;30980;43.8047104;4.25782633
11332;30960;44.2263412;4.17537928
11543;31510;42.9741287;0.67213738
11557;31140;43.6720123;1.42742503
11572;31290;43.3744011;1.7724185
11582;31310;43.2260094;1.28756058
11596;31530;43.6773033;1.09745383
11690;31270;43.5419197;1.34737563
11980;31250;43.4642448;1.9962523
12055;31880;43.5751457;1.26689112
12089;31500;43.6079025;1.43831003
12131;32720;43.7050667;-0.173890844
12144;32400;43.6204681;-0.206582397
12174;32480;44.0089226;0.551017225
12592;33124;44.4842987;-0.0698848665
12603;33370;44.8595314;-0.489180535
12625;33710;45.0428429;-0.613672733
12639;33210;44.5378876;-0.15643543
12653;33100;44.8585205;-0.590600073
12681;33660;45.0175896;-0.0342220403
12783;33170;44.7660675;-0.615116775
11345;30410;44.2784309;4.15935564
11540;31460;43.5555916;1.78492153
11553;31360;43.1438904;0.899993062
11559;31190;43.3933678;1.50336838
11586;31370;43.4583778;1.11252427
11608;31340;43.8463249;1.54534304
11622;31490;43.6128387;1.23910785
11650;31780;43.7001343;1.43735516
11702;31750;43.5200729;1.55570233
11786;31670;43.5376091;1.51460445
12133;32810;43.7231064;0.597671926
12143;32600;43.562603;1.06518829
12158;32190;43.7973289;0.135669932
12178;32130;43.5342865;0.880573332
12594;33810;45.0105591;-0.548495531
12612;33480;45.01334;-0.768660426
12622;33530;44.9090881;-0.520708084
12656;33800;44.8585205;-0.590600073
12664;33420;44.8281975;-0.182122007
12702;33490;44.5865517;-0.146550387
12716;33250;45.2228088;-0.84493196
12794;33990;45.1860428;-1.09712803
11410;30940;44.1452141;3.69122887
11530;30400;43.9826965;4.80551767
11545;31160;42.9953918;0.903694928
11560;31320;43.480175;1.45898044
11606;31390;43.3405037;1.16603768
12091;31170;43.5778275;1.33556986
12129;32270;43.6853561;0.783639193
12142;32300;43.3776932;0.500353754
12151;32410;43.8325157;0.419345558
12189;32370;43.828476;-0.00698081776
12215;32240;43.8705063;-0.171674594
12270;32390;43.7840843;0.65595305
12597;33640;44.6723022;-0.395589322
12607;33430;44.4710045;-0.247509569
12628;33340;45.3674393;-0.886289358
12654;33200;44.8585205;-0.590600073
12666;33820;45.2553864;-0.666188598
12683;33610;44.7589722;-0.653060257
12705;33620;45.0965996;-0.377047479
12793;33125;44.4918289;-0.671166003
12600;33460;45.0756531;-0.710372984
12609;33980;44.6978683;-1.00310922
12629;33130;44.7978477;-0.549234152
12648;33670;44.7821426;-0.25513798
12678;33360;44.7657661;-0.477368146
12717;33920;45.1085281;-0.460234761
12790;33470;44.6400414;-1.07702696
12841;33310;44.8763847;-0.513720989
12908;33600;44.8020782;-0.651239276
13100;33400;44.8045731;-0.592410624
13139;34190;43.9010544;3.72515249
13152;34480;43.5008049;3.16306186
13173;34140;43.4518204;3.65959382
13186;34310;43.3286057;3.05053282
13221;34660;43.5378265;3.70887375
13235;34510;43.3876457;3.46127963
13289;34280;43.586956;4.02933884
13308;34070;43.6229553;3.85851502
13486;35250;48.2986336;-1.59167457
13497;35680;48.010994;-1.30368257
13516;35890;47.9248352;-1.71486282
13528;35550;47.8245277;-2.01410031
13581;35450;48.1950302;-1.38015449
13658;35870;48.5756226;-2.01139283
13845;36310;46.3879051;1.303967
13860;36230;46.6383896;1.76571751
13877;36170;46.4108429;1.39654696
13906;36600;47.2070618;1.53823352
14067;36320;46.8400955;1.50658596
12595;33510;44.7511559;-1.09777594
12605;33500;44.8820992;-0.284951717
12620;33720;44.5987129;-0.323655397
12651;33910;45.0080872;-0.221966475
12662;33110;44.868927;-0.603897154
12673;33140;44.7478561;-0.530591965
12686;33550;44.7147751;-0.334803224
12710;33150;44.854908;-0.523128569
12784;33590;45.428688;-1.10129523
12828;33970;44.7171516;-1.20994592
12864;33127;44.8466644;-0.773770273
13108;33260;44.6149864;-1.20342445
13136;34230;43.5338516;3.4250195
13153;34260;43.7516861;3.10198569
13168;34220;43.3991203;2.68683839
13180;34330;43.623764;2.88235974
13224;34920;43.6578522;3.9355793
13238;34320;43.5633659;3.24002147
13262;34970;43.5625343;3.89793682
13279;34400;43.6792717;4.13353014
13307;34000;43.6229553;3.85851502
13476;34750;43.5180855;3.84774399
13489;35370;48.0478821;-1.13679051
13512;35270;48.4726105;-1.76517594
13520;35310;48.0502701;-1.87908614
13538;35135;48.0825233;-1.60997236
13550;35410;48.049366;-1.47990406
13643;35240;47.9522705;-1.35109639
13836;36200;46.5819435;1.4929117
12593;33440;44.9382744;-0.499600083
12610;33790;44.7374687;0.0432807431
12616;33730;44.4892387;-0.451950371
12655;33300;44.8585205;-0.590600073
12688;33840;44.2936211;-0.274691045
12704;33690;44.4152603;-0.069742769
12724;33890;44.7838821;0.0567528456
12830;33850;44.7330132;-0.605857313
12968;33330;44.8989754;-0.12131384
13144;34150;43.6810913;3.5888803
13151;34530;43.4624405;3.46843934
13174;34650;43.6416168;3.25489879
13198;34460;43.4281425;3.03602409
13215;34440;43.3149567;3.14672303
13256;34725;43.6734085;3.47620153
13268;34880;43.5855522;3.80108476
13436;34410;43.2905159;3.25746584
13484;35690;48.1403275;-1.51604772
13494;35460;48.3619232;-1.37853312
13503;35630;48.3011513;-1.77903867
13515;35230;47.9837456;-1.62549067
13526;35220;48.1181488;-1.40479529
13548;35131;48.0438538;-1.70691967
13578;35390;47.7599983;-1.68247521
13600;35850;48.2108803;-1.79665196
13657;35650;48.1022415;-1.78707445
13682;35740;48.1513824;-1.78225899
13715;35780;48.6104851;-2.04002738
13819;35770;48.0504723;-1.61242986
13838;36700;46.8966827;1.27731276
13848;36300;46.6311073;1.09587562
13872;36800;46.6529541;1.49113154
12765;33126;44.9246902;-0.279554605
12791;33185;44.8793449;-0.680768192
12805;33680;44.9810905;-1.1294142
12873;33700;44.8307228;-0.657622755
13138;34210;43.3503799;2.85303235
13146;34380;43.726429;3.68307924
13166;34500;43.3563156;3.23161817
13190;34120;43.4369202;3.4634285
13203;34370;43.3977966;3.10570383
13214;34390;43.5825729;3.01379633
13229;34690;43.5388298;3.77257895
13269;34710;43.2763329;3.17180061
13300;34560;43.5245743;3.67187953
13485;35150;47.9937973;-1.4957999
13495;35470;47.8426056;-1.66905499
13504;35133;48.3432045;-1.15482199
13514;35340;48.1847038;-1.43315887
13542;35520;48.1733322;-1.74270797
13555;35113;48.0647202;-1.40992391
13563;35134;47.8704414;-1.42637169
13595;35300;48.3461304;-1.19789827
13695;35610;48.526783;-1.5756427
13837;36500;46.9434929;1.44968045
13847;36400;46.7057381;2.06494689
13886;36340;46.5327263;1.7465266
13899;36240;47.0705605;1.33983481
13971;36250;46.8050232;1.55509222
14076;37400;47.3943291;1.00752163
14085;37220;47.1827965;0.461385757
14110;37330;47.5577202;0.253981948
14126;37210;47.4485283;0.878175378
14157;37320;47.2621574;0.838482797
14353;38470;45.2231102;5.45454311
14362;38140;45.3950195;5.4984889
14372;38630;45.6368027;5.55947971
12951;33141;44.9558372;-0.268213838
13123;33123;45.5471344;-1.09100556
13157;34540;43.4519806;3.69818497
13201;34520;43.8684044;3.31042385
13492;35120;48.4988976;-1.77329016
13507;35830;48.1812706;-1.64509535
13518;35330;47.9545517;-1.95232379
13546;35140;48.306427;-1.31276906
13572;35290;48.2100639;-2.15086794
13596;35111;48.5951538;-1.83320487
13646;35380;47.9837189;-2.01887393
13828;35960;48.5962486;-1.77873015
13839;36330;46.6828384;1.71698964
13851;36100;46.9844017;1.95869708
13887;36130;46.8779907;1.72737026
13905;36220;46.6740723;0.971130729
14081;37270;47.3144493;0.899198174
14087;37190;47.2719383;0.454670519
14101;37150;47.3047752;0.984081209
14112;37130;47.2845726;0.366404921
14357;38970;44.8018303;5.92947817
14365;38260;45.4309311;5.16734743
14376;38390;45.840641;5.32822132
14396;38090;45.6022415;5.11017466
12827;33950;44.7171516;-1.20994592
13107;33115;44.6149864;-1.20342445
13148;34820;43.7110863;3.89318824
13156;34670;43.6567688;4.00793552
13170;34700;43.6944542;3.39065242
13200;34270;43.7626877;3.79164052
13285;34590;43.6359329;4.14503098
13309;34080;43.6229553;3.85851502
13345;34810;43.3959503;3.51422143
13408;34430;43.5704155;3.82859969
13498;35500;48.1782532;-1.17974412
13513;35320;47.8654823;-1.59126616
13532;35260;48.6928596;-1.85347772
13558;35640;47.854744;-1.24718773
13686;35400;48.6519699;-2.00278568
13712;35200;48.1108704;-1.6801486
13727;35114;48.6128502;-1.86232531
13820;35132;48.1153488;-1.75407588
13840;36290;46.833889;1.0877049
13901;36360;47.1692085;1.39160192
14079;37260;47.2688637;0.601608813
14097;37460;47.176796;1.20280707
12980;33180;45.2584267;-0.774325788
13077;33770;44.5441093;-0.859612346
13118;33870;44.8883934;-0.326269776
13142;34600;43.5675392;3.05622983
13165;34550;43.3591003;3.41708994
13184;34130;43.6134567;4.06515598
13197;34720;43.5086365;3.36733365
13217;34240;43.6056786;3.05310488
13257;34990;43.6186066;3.80050898
13284;34340;43.3577232;3.52940941
13310;34090;43.6229553;3.85851502
13336;34470;43.5650978;3.94419479
13363;34620;43.3735695;3.05202413
13470;34450;43.3066521;3.40453696
13501;35420;48.4444504;-1.10191977
13510;35360;48.1690865;-2.08135557
13523;35160;48.1383018;-1.90895987
13534;35510;48.1207504;-1.59139001
13547;35590;48.1261024;-1.85416985
13655;35540;48.5166435;-1.88935411
13710;35000;48.1108704;-1.6801486
13802;35235;48.1501656;-1.58448756
13832;36150;47.1094017;1.70263863
13842;36270;46.4829941;1.57163537
13874;36000;46.8062401;1.69132006
14074;37160;46.9408493;0.742180824
14095;37370;47.591217;0.666638076
14116;37530;47.4960442;1.06088221
14183;37230;47.4161034;0.609194636
14304;37100;47.3939972;0.694097519
14359;38460;45.766304;5.2971406
14373;38650;44.9578667;5.67235708
13137;34300;43.2948074;3.48718596
13161;34160;43.7282524;4.01899529
13191;34170;43.6387367;3.90706277
13216;34980;43.6729698;3.78087091
13247;34770;43.4961319;3.71355462
13355;34730;43.7074318;3.86548948
13465;34740;43.6619301;3.96571517
13487;35560;48.4618874;-1.47834647
13496;35600;47.7164154;-2.07732558
13506;35137;48.1821404;-1.95596445
13556;35490;48.374012;-1.44957471
13586;35620;47.8248672;-1.57180715
13609;35480;47.8252678;-1.82750225
13753;35136;48.07407;-1.72417462
13834;36210;47.2039032;1.79877329
